text,date,gold_label_list,,,
"Apple likely to shift iPhone production from China to India, Vietnam {URL} If it happens so and they set up their base in India ,it will help us to improve Economy as well as employment condition of our country. @Narendra_Modi @ROHIT_CHAHAL @user ",2020-4-12,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
Hope everyone is having a wonderful #EasterSunday despite these challenging times.  Thank you to all our amazing key workers including our brilliant @user #NHS staff working so incredibly hard and helping to save lives.   Take care and stay safe.,2020-4-12,[0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0],,,
"“Unfortunately, the shortage of gritty on-the-ground coverage means that to many Americans, the coronavirus remains distant and unreal �?so they plan a large Easter dinner or gather friends for a game in the park.�? via @New_York_Times_Opinion {URL} ",2020-4-12,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],,,
Watching Jesus Christ Superstar with the aweson @user,2020-4-12,[1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],,,
Happy Easter! Hope everyone has a safe and enjoyable day! @user @user @user @user @user @user @user @user @user @user @user @user @user @user,2020-4-12,[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"Kids spending their time in counting tunak, tunaks, Here i am counting mere geet-mere geet in “Back from the dead�?@user ",2020-4-12,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
24 Hours in a Pandemic Nation: A virtual recovery meeting. A police officer donned a face mask. A pastor without a congregation. A funeral director trying to bury the dead. This is a new America. {URL} @The_New_York_Times,2020-4-12,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],,,
Watching Jesus Christ Superstar today with the great performance by @Tim_Minchin as Judas. It may have been an arena tour but it’s as close to #LockdownTheater as I can get.,2020-4-12,[1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"JACK JACK JACKETY JACITY JAZZY JACKRABBIT / Nor easter (DEMO) {URL} via @YouTube I hope everyone is having a happy AND safe Easter, Jack!",2020-4-12,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
Did Jesus Christ Really Rise From the Dead? {URL} #Faith via @user,2020-4-12,[1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],,,
"Watching the original 1973 version of Jesus Christ Superstar with the kids cause, y’know, Easter. @user singing I Don’t Know How To Love Him remains unsurpassed after nearly 50 years. It brings involuntary tears to my eyes just hearing her beautiful, soulful voice.",2020-4-12,[1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Lovely Easter dinner, thanks Mamo! @user ",2020-4-12,[0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
"Chopped: quarantine Easter dinner edition! 1 meal with 4 ingredients (can foie gras, kale, broccoli, peanut butter. @user says fried liver w/ peanut sauce and roast salad. I say smoothie. Who wins?",2020-4-12,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
Democrats�?hypocritical progressive policies are a plague on our country �?And they know it! {URL} via @LifeZette,2020-4-12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Easter: @Prof_Yemi_Osinbajo preaches sacrifice, forgiveness  In celebration of Easter, the Vice President, Prof Yemi Osinbajo, SAN, earlier today preached on the resurrection of Jesus Christ for the Aso Villa Online Sunday Service.",2020-4-12,[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"#Sugar #skull #clipart, svg, png for sublimation, day of the dead, dia de los muertos, Cricut projects,sugar skull mask, printable {URL} via @Etsy ",2020-4-12,[1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],,,
Happy Easter @Cher . I hope you have a great and wonderful Easter Cher. And I also hope that you find a lot of chocolate Easter eggs and bunny rabbits. Are you spending Easter with your Mom Cher? I am. We had spaghetti for Easter dinner.,2020-4-12,[0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
The Resurrection of Jesus Christ Is the Most Important Event In History {URL} #Faith via @user,2020-4-12,[1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Shoutout to @user in Headhouse Square @user for offering Easter Dinner via delivery #OpenInPHL Very excited!!! Thank you  and #HappyEaster,2020-4-12,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
News Commentary by @Wayne_Dupree_Media_LLC Democrats�?Hypocritical Progressive Policies Are A Plague On Our Country �?And They Know It! {URL},2020-4-12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
JESUS CHRIST IS RISEN!  Nothing can change or diminish that truth!  Happy Easter from everyone @user,2020-4-12,[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Guys who flogged Jesus Christ were Ugandan LDU s @user,2020-4-12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Easter dinner! Thanks to @user !  One of the best bar b que around! Can t wait for his food truck to be up & running! @ The Blea Casa {URL},2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0],,,
Wishing you all a wonderful Easter! I had a busy morning hunting for treats and new toys.  #HappyEaster  �?�?�?Use Code: WINNIE10 for 10% off @user �?�?#2020interneteaster #easterpuppy #easter�?{URL},2020-4-12,[0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],,,
Yep. @user Jesus Christ superstar was awesome. Loved @Tim_Minchin and @Chris_Moyles,2020-4-12,[1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0],,,
Yo @user people have to cook Easter dinner. Cmon man,2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
Miracle Jesus Christ/Saint Benedict CRUCIFIX SMALL - FREE SHIPPING {URL} via @user,2020-4-12,[1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
First Easter dinner I cooked  with the help of by bestie @user ❤️,2020-4-12,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
repost via @user from @user Jesus died to rescue us from our sins and reconcile us with God. He rose from the grave and is alive!�?�?#ourdailybread #resurrectionsunday #resurrection #greifoverturned�?{URL},2020-4-12,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Happy Bunny Day! We know everyone is staying home rather than traveling, but we hope everyone has had a great Easter!  If you are looking for more custom 3D printed items follow @user #animalcrossing�?{URL} ",2020-4-12,[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
I just gave 200 meals to @Feeding_America . Join me and give meals to hungry families! {URL} PLEASE DONATE...FEEDING AMERICA  will need to feed 17 MILLION PEOPLE....PLEASE HELP especially if you re sitting down to an EASTER DINNER w family,2020-4-12,[0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0],,,
Wake up to a full Easter dinner @user that mash is different !  Perks of ur roomate being a chef !,2020-4-12,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
S/o to @user for making me a full blown easter dinner for when I finished work. I love you you’re the best ❤️,2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
"Easter Dinner #quarantine style.  Nice little spread from @user #mastroscityhall @ Scottsdale, Arizona {URL} ",2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
"Wake up to everyone eating Easter dinner, while me and @user are making muffins for breakfast #nightshiftlife",2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
"A sweet Easter Sunday afternoon. It’s dinner here in Winnipeg. Housemates cooked Easter dinner all afternoon while I got to listen to records. Lucky me. Much love to you all. Have a lovely sleep, Brits. Thank you @Tim_Burgess , @Pulp @user #timstwitterlisteningparty",2020-4-12,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
I made sourdough bread! @user supervised. Also had a little Easter dinner. #baking #easter {URL},2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
I’m watching Jesus Christ Superstar virtually with @user @user and our parents and our group chat is LIT,2020-4-12,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
#happyeaster a very different easter dinner #primeribsteaks #justthe2ofus�? #missingfamily  #missing @user ( Anthony) john.w.76 jesslynnireland and of course my darling #grandson  plus missed being with�?{URL},2020-4-12,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
"Watching NBC’s re-airing of “Jesus Christ Superstar LIVE�?..aka The @Alice_Cooper version)! - What’s your take on this classic show, fellow rockers? (I’ve always loved the idea of telling Jesus’s story via dramatic ROCK music! Plus, MUCH of the show is accurate.)",2020-4-12,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Watching a rerun of Jesus Christ Superstar and I forgot how much I love the musical and @Brandon_Victor_Dixon . He just KILLS it & makes me fall in love with the role of Judas more and more.,2020-4-12,[1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Easter dinner at fitmeals4ulv .. had a great time with our friends ! @user @user #easterdinner #fitmeals4ulv #ribs #goodtimes {URL},2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
The sound of loud cars racing around was just interrupted with a loud crash. ‍♂�? Hope everyone s okay!  And I hope @Mayor_Bill_de_Blasio resigns soon.,2020-4-12,[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0],,,
Happy Easter and hope everyone is ready for episode 4 tomorrow morning!!!! Head coach of @user Ryan Cavanuagh! Bringing the knowledge and as always some good new drills #QuarentineLacrosse,2020-4-12,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],,,
Easter dinner for us was Salisbury steaks with mushroom gravy & a side of @michael_symon ’s Lizzie’s Pasta  #symondinners #homemadefood #easterdinner {URL},2020-4-12,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],,,
Drinking whiskey and listening to @ALISON_WONDERLAND to end our Easter dinner hell yeah,2020-4-13,[0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0],,,
"Jesus Christ Superstar has never ever appealled. But, y know, locked down with nothing to do... OMG @Tim_Minchin ...that was one incredible performance!",2020-4-13,[1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
I ve been laying in bed doing nothing for years but several months ago I saw @Ricky_Gervais talking about his @Netflix series #AfterLife and I watched it and enjoyed it but now I ve been waiting months for #AfterLife2. The living have a responsibility to keep the dead entertained.,2020-4-13,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"A very Happy Nepali New Year 2077 from the @user In this new year, let’s give another chance to mother nature to heal the world, get opportunities to forgive and forget our sins, provide more love, and do better. {URL} ",2020-4-13,[1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
Seems like an appropriate time to rewatch Jesus Christ Superstar. Had almost forgotten how awesome (and buff!) @Tim_Minchin was in this!,2020-4-13,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Over FaceTime..  My dad asks 4 year old to save him some Easter Candy. 4 year responds... “Sorry Grank, the governor said we can’t leave our house!�?@Gina_Raimondo saves chocolate bunny from being pilfered by grandpa!",2020-4-14,[0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
#PresidentDonaldTrump:  We re very close to completing a plan to open our country.   Read the full story on our app at the link in bio  Follow us for #WorldNews & more at: @user Get our World News Pro App�?{URL},2020-4-14,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
It s important for the church to understand that we have to be passionate about injustices in our community because this was modeled by Jesus Christ.  @user Join our Live Webinar: {URL},2020-4-14,[0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],,,
"Ooooh okay @Fallout 76 yeah your game was completely void of humans and now they are all back. What s the reason, treasure you say?!   Wow really well thought out! If the content matches the premise then Jesus Christ! ‍♂�?,2020-04-14,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
LONG TIME NO SCREAM! #DEADAIR Writer/Co-Producer Chris La Vigna ( @user ) has a new internet radio show on @user "," TERMINAL TRANSMISSION! listen to the first episode and you ll hear the full cut of the DEAD AIR theme song from DangerHole! {URL} """,2020-4-14,[0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0],,
"Yes @user , the presidency is important. You, however, have made a mockery of the office. In 3.5 years you have destroyed the reputation of the United States in the eyes of the world. President Joe Biden will restore our country.",2020-4-14,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
The US gave @World_Health_Organization_WHO 400 million dollars last year?! ‍♂�?Jesus Christ. How are some Americans still poor #Covid_19,2020-4-15,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"The 95-year-old president of the Church of Jesus Christ of Latter-day Saints is a throwback to its 19th century roots, writes @user {URL} via @The_Wall_Street_Journal ",2020-4-15,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Congratulations to our member @user which has been awarded a 3-year multi-million pound contract by @user to provide key services for East Anglia ONE. The UK #renewables supply chain is a major part of our country s excellence in #offshorewind {URL},2020-4-15,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0],,,
"A friend put me onto this, 50 Years of Horizon on @BBC_iPlayer . The first ever made, ‘The World of Buckminster Fuller�? is absolutely fascinating, both for the man himself & as a study in how documentary programmes were made in 1964 #horizon #eveningsin {URL} ",2020-4-15,[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0],,,
Josh Jones on flipping from Oklahoma State to @Houston_Football :  “It was probably one of the best decisions I ever made in my life - just being able to stay home & play in front of my friends & family. It was an amazing experience. My 2015 year we went in there & won the Peach Bowl!�?2020-04-15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,,
"I have never ever made a fuss about an actor s performance before, but if @Rhea_Seehorn doesn t win some type of award for her work on Better Call Saul this year, that is so messed up.",2020-4-16,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
I don’t know punk music very well but got introduced to the Dead Boys years ago through @Pearl_Jam cover of Sonic Reducer. Just learned Dead Boys are from Cleveland.,2020-4-16,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"A year ago today, I decided to go to a concert in Salt Lake three hours before doors opened. I had no idea who the opening bands were, but when I say I became a fan of @user and @THE_F_A_I_M that night, I mean it. That was one of the best decisions I’ve ever made.",2020-4-17,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
I am 16 year old boy and after watching the bad condition of our country I am requesting to all teenagers that if we will get chance to vote we like #Uddhav_Bal_Thackeray_as_PM @Office_of_Uddhav_Thackeray @Shivsena_Communication @ABP_News @AajTak @Aaditya_Thackeray @Chitra_Tripathi @Rubika_Liyaquat @Anjana_Om_Kashyap,2020-4-17,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Seriously CNN, what is happening? Our country is struggling because of a pandemic caused by the CCP, and you take this time to push for tourism to China?   “My three-week, life-changing trip to China, which spurred a year of travel�?{URL} via @CNN_Travel ",2020-4-17,[0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0],,,
started @Netflix ’s #blackAFnetflix which is basically just the @kenya_barris show and the worst part about the Kenya Barris show is his acting Jesus Christ all these years producing TV and film and you think he woulda had the sense to cast a better actor to play himself #skip,2020-4-18,[0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
I’m finally watching that NBC version of Jesus Christ Superstar that @user told me about. It seems pretty good so far but NO “HEY COOL IT MAN�?0/10,2020-4-18,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"“I’m a Christian who happens to play basketball. I wanted to get that out there. That’s part of the reason I probably wasn’t ready to blossom [freshman] year, because I really wasn’t showing my faith and who I was for Jesus.�?�?Kentucky s @Immanuel_Jaylen_Quickley {URL} ",2020-4-18,[0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0],,,
The @Conservatives have been governing Our country for a decade. The #Conservatives are solely responsible for Not planning for a Pandemic. In 2014 they had a plan. And cut obligations year on year. I m hearing. #Covid_19 #UK,2020-4-18,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"“Do you want to watch Anaconda?�? No, we already watched it this year.  “But it’s one of the best movies ever made. About snakes.�?@user ",2020-4-18,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Watching @Samantha_Power on @CNN right now- I can’t begin to imagine what it must be like for her, & the rest of the @Barack_Obama administration to have to watch year after year Trump & GOP completely destroy our country. Obama’s team worked hard for the very best for ALL OF US.",2020-4-18,[0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Stand By Me  sung by Sam Smith and John Legend - Democratic Underground {URL} via @user,2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Ok sorry I’m DONE now y’all I just gotta say @DION_TIMMER REALLY did NOT let us BREATHE that whole lost lands 2019 set and I AM HERE FOR IT UGH,2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
#TABMovers for the remainder of @user on @SKY_Racing Sports Radio with Kevin Woolfe  Race 2 2 Race 3 1 Race 4 2 Race 5 6 Race 6 7 Race 7 4 * Race 8 12 Race 9 5 *,2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
AHHHH @frenchie I love you for dropping some @joyryde at Lost Lands,2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
So Gaga and Celine doing their MOST with these mics and John legend is in a stairwell with a single air pod. Love a humble star. @chrissy_teigen you won.,2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Glad to be rewatching that 2019 lost lands @Liquid_Stranger set. It’s so nasssttyyyy,2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Liquid stranger reminding us how he killed us @Lost_Lands_Festival,2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Flowing to @Liquid_Stranger at lost lands was one of the most euphoric feelings I’ve ever had at a concert, or ever. I felt so in tune with the universe and the music. And felt one with the music and crowd ",2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"#Who_Is_Real_SadGuru The full saint describes the worship of three times. Worshiping the full God in the morning, in the afternoon,the hospitality of the gods of the world and the evening aarti tells separately that he is a benevolent  saint Rampal Ji Maharaj @user ",2020-4-19,[1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
" Hey, Dani. Do u remember that time watching @Liquid_Stranger  s set at @Lost_Lands_Festival when u were stuck and couldnt move?.... No? .... yeah, me either.    Favorite set from the whole weekend!",2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Laughing Watching @FRIENDS With Him Yea We May Have To Get Married,2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0],,,
Salute to #EssentialWorkers #CoronaFighters   Salute To Bankers !  Join Our Movement #BankersFightCorona @user @DFS @Ministry_of_Finance,2020-4-19,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
"Keith Urban, Delta Goodrem The Rolling Stones and Lady Gaga among coronavirus One World: Together at Home performers - ABC News (Australian Broadcasting Corporation) {URL} via @user ",2020-4-19,[1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0],,,
"Episode 9 is LIVE! @user writer @user joins us for an awesome conversation about all things Cubs Baseball, and the MLB as a whole!  Find the Full Episode Here {URL} {URL} {URL} ",2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],,,
The Rolling Stones perform  You Can t Always Get What You Want  |  | One... {URL} via @YouTube #wow #thanks @The_Rolling_Stones,2020-4-19,[1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
The Rolling Stones Perform a Classic Via Zoom During  One World  {URL} via @billboard,2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Quanto cazzo vi amo @The_Rolling_Stones The Rolling Stones perform  You Can t Always Get What You Want  |  | One... {URL},2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Bighit release the full Korean version of I like it pt. 2 @user,2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Celine Dion, Andrea Bocelli, Lady Gaga, Lang Lang, John Legend perform  ... {URL} via @YouTube mooi #kippevel",2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"“While the Bank made important commitments to ensure its financing does not actively support discrimination, rigorous monitoring will be required to ensure that pregnant schoolgirls�?fundamental right to equal access to education  �? @Maria_Sarungi_Tsehai #ArudiShule #ElimuBilaUbaguzi",2020-4-19,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0],,,
"I was never a Bulls fan, but very much looking forward to watching The Last Dance. It will be interesting to hear the inside “scoop�?as to what happened/caused the end of this run. @user @user @user @user @user @user @user @user ",2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],,,
I love that Sam Smith and John Legend’s rendition of Stand By me ‍♂️‍♂️❤�?#TogetherAtHome @Global_Citizen,2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
Watch the Rolling Stones Play  You Can’t Always Get What You Want  While Social Distancing in Quarantine {URL} a través de @user,2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
The Rolling Stones perform classic from FOUR separate locations {URL} via @Daily_Mail_Celebrity,2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Dear @Air_India my ticket through goibibo  on dated 09 April, 2020 Dxb to Ccu. Due to Covid 19 Flight has been cancelled.  I don t want to booked again.  So kindly refund the full amount.  PNR no. JR8ZN @goibibo please refund my money. More Than 3 weeks taken @DGCA ",2020-4-19,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],,,
"The 5th one of my series on quotes from my ”Passion for the Profession�?book with the full page it appears on.   During #covid19 and the #lockdown it should all be about #online #communications.  As @user always say, it is about the #conversation�?{URL} ",2020-4-19,[0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
Happy Greek Easter @Maria_Stephanos may you have a blessed day with the promise HE makes to us.,2020-4-19,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Contest! Your chance to win #trx & 100 engraved #ledger Nano X!  You can now manage & earn Tron on Ledger Live. To celebrate, join our contest to be one of the 100 winners. Don t pass this up: {URL} @user airdrop 500000 VYA 50",2020-4-19,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
"Peter Hujar: the legacy, life, and loves of the bohemian photographer (via our friends @Dazed )   (Listen to the full talk on our mixcloud {URL} {URL} ",2020-4-19,[1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
@user I will put on the full armor of God for my marriage. #HusbandAfterGod,2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],,,
IGBT combination of MOSFET and BJT...  You can join our family  @user 1️⃣ Share with your friends. 2️⃣Join our #LearnEEE family  @user 3️⃣Visit our Website {URL} 4️⃣Visit our Youtube�?{URL},2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],,,
"CBS to air Prince tribute concert Tuesday night with performances from Beck, Usher and John Legend {URL} via @Pioneer_Press @MTV @BET @billboard @Rolling_Stone ",2020-4-19,[0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Piano Instrumental Karaoke of  COFFEE  by @KELENDRIA_ROWLAND ... watch the full video on my YT Channel, link in bio! - - - - #kellyrowland #coffee #piano #karaoke #instrumental #strumentale #lyrics #testo�?{URL} ",2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0],,,
Geoffrey Pyatt:  There is nothing more special than Greek Easter  {URL} via @user,2020-4-19,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,,
Move @Timmy_Hill to second with a big move past @William_Byron on the inside!  #eNASCAR | #ProInvitationalSeries,2020-4-19,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
John Legend & Sam Smith perform  Stand By Me  | One World: Together At Home {URL} via @YouTube,2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
"Newsletter 87 drops tmrw!  We have a guard post set ( @user ) passing drill ( @user ) PJ Fleck article, and a  beautifully written article on redemption + Kobe by @user Join our 245+ subscribers! (+ you get free stuff - see pinned tweet) {URL} ",2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],,,
Stole this from @user Six Movies - Six Tags   COMEDY: Airplane DRAMA: Dancer in the Dark (tbh is this more like...depression) ACTION: Crouching Tiger/Hidden Dragon HORROR: The haunting (the original not the 90s remake) SCI-FI: Brazil MUSICAL: Jesus Christ Superstar,2020-4-19,[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],,,
Follow @user For Performance Training. - -  Performance Calisthenics: Lower Body - -  Helps with Power Production - -  How To Perform: Check out Youtube “Limitless Athletes�?4 the full video‼️ Link in�?{URL},2020-4-19,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0],,,
Our CEO Geoff Freeman spoke with @The_Associated_Press on the #CPG environment as companies ramp up efforts to make products Americans need to stay home and flatten the curve. Read the full Q&A here. @Anne_D_Innocenzio {URL},2020-4-19,[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],,,
#COVID�?9 #lockdown #day24oflockdown #Covid_19india #CoronaVirusUpdate #StaySafeStayHealthy Could loss of smell and taste be an early indicator of COVID-19?  A new research done at @UC_San_Diego_Health has claimed so.   Read the full article ⤵️ {URL},2020-4-19,[0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],,,
"Money in the Bank:  Bill DeMott defeated @user , Russo, Harley Race, Road Dogg, Goldust, Big E and Andrade  Cien  Almas via FlipFlipFlip at Unforgiven",2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],,,
"WWE Money in the Bank 2020 match card, rumors {URL} via @Cageside_Seats ",2020-4-19,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0],,,
Why didn’t The Rolling Stones ask @Owain_Wyn_Evans to do the drumming if Charlie Watts didn’t have a drum kit for #TogetherAtHome ?,2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
POP or DROP #KellyClarkson  is back with new music! You can listen to the full song and let us know know if this song should POP on Z or if we should DROP it?  Listen then tweet us with POP or DROP!  - @user {URL},2020-4-19,[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],,,
